
0,-448525
1,-448525
2,-448525
3,-448525
4,-448525
5,-448525
6,-448375
7,-447078
8,-445638
9,-445162
10,-443249
11,-442437
12,-441111
13,-437358
14,-437358
15,-437358
16,-437358
17,-436238
18,-433740
19,-433122
20,-432927
21,-432369
22,-431387
23,-430180
24,-429633
25,-429633
26,-429633
27,-427302
28,-426640
29,-425539
30,-425539
31,-425539
32,-425539
33,-425539
34,-423971
35,-423741
36,-422691
37,-420737
38,-419400
39,-419021
40,-418068
41,-418068
42,-415507
43,-415167
44,-412555
45,-412555
46,-411687
47,-411687
48,-411400
49,-410831
50,-410209
51,-410009
52,-410009
53,-408020
54,-407003
55,-406350
56,-402076
57,-402076
58,-402076
59,-402076
60,-402076
61,-402076
62,-402076
63,-402076
64,-402024
65,-400866
66,-400866
67,-400577
68,-399370
69,-398486
70,-397043
71,-397043
72,-395611
73,-395611
74,-395611
75,-395611
76,-395301
77,-395242
78,-394767
79,-394102
80,-393874
81,-392180
82,-392180
83,-392180
84,-390748
85,-390748
86,-390748
87,-390717
88,-390044
89,-390044
90,-389508
91,-389236
92,-388244
93,-388244
94,-388016
95,-385595
96,-385595
97,-385575
98,-385052
99,-384445
100,-384438
101,-384438
102,-384399
103,-383860
104,-383284
105,-383134
106,-382444
107,-382256
108,-381394
109,-381394
110,-379824
111,-379824
112,-379824
113,-379824
114,-379824
115,-379698
116,-378763
117,-378515
118,-378285
119,-377227
120,-377227
121,-376687
122,-376687
123,-376687
124,-376588
125,-376042
126,-376042
127,-375417
128,-374983
129,-374983
130,-374567
131,-374567
132,-373636
133,-373119
134,-373115
135,-372525
136,-372158
137,-371972
138,-371824
139,-371824
140,-371642
141,-370043
142,-370043
143,-370043
144,-369362
145,-369362
146,-369362
147,-367697
148,-367697
149,-367583
150,-367215
151,-367215
152,-367215
153,-366571
154,-366571
155,-365669
156,-365669
157,-365669
158,-365571
159,-364904
160,-364904
161,-364904
162,-364904
163,-363679
164,-362354
165,-362354
166,-362354
167,-361515
168,-361515
169,-361397
170,-361397
171,-359323
172,-359323
173,-359323
174,-359323
175,-359323
176,-359323
177,-358299
178,-358299
179,-358299
180,-357765
181,-357765
182,-357586
183,-357586
184,-356542
185,-356542
186,-356542
187,-356518
188,-355827
189,-355333
190,-354382
191,-354382
192,-354382
193,-354382
194,-354309
195,-353294
196,-353294
197,-352484
198,-352484
199,-352484
200,-351772
201,-351772
202,-351772
203,-351772
204,-351463
205,-351357
206,-350907
207,-350907
208,-349322
209,-349322
210,-349322
211,-349322
212,-348884
213,-348747
214,-348747
215,-347719
216,-347719
217,-347150
218,-347150
219,-346585
220,-346459
221,-344998
222,-344998
223,-344998
224,-344998
225,-344976
226,-344912
227,-344912
228,-344360
229,-343996
230,-342732
231,-342732
232,-342732
233,-340993
234,-340993
235,-340993
236,-340993
237,-340993
238,-340951
239,-340626
240,-340108
241,-339780
242,-339467
243,-339467
244,-339467
245,-338989
246,-338743
247,-338699
248,-338699
249,-338533
250,-338271
251,-337894
252,-337074
253,-337074
254,-335939
255,-334981
256,-334981
257,-334981
258,-334981
259,-334981
260,-334981
261,-334981
262,-334572
263,-334572
264,-334244
265,-333462
266,-333462
267,-333094
268,-332922
